,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,NORTH CAROLINA,"SQUID, SHORTFIN ILLEX",447,0,817,Public,Commercial,Illex illecebrosus,82521,ACCSP
2022,NORTH CAROLINA,"SQUIDS, LOLIGINIDAE **","17,751",8,"15,815",Public,Commercial,Loliginidae,82369,ACCSP
2022,NORTH CAROLINA,SQUIRRELFISHES **,505,0,"1,095",Public,Commercial,Holocentridae,166170,ACCSP
2022,NORTH CAROLINA,"STINGRAYS, DASYATIDAE (FAMILY) **",819,0,410,Public,Commercial,Dasyatidae,160946,ACCSP
2022,NORTH CAROLINA,SWORDFISH,"270,143",123,"1,156,625",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2022,NORTH CAROLINA,TAUTOG,67,0,193,Public,Commercial,Tautoga onitis,170479,ACCSP
2022,NORTH CAROLINA,"TILEFISH, BLUELINE","99,354",45,"384,237",Public,Commercial,Caulolatilus microps,168543,ACCSP
2022,NORTH CAROLINA,"TILEFISH, GOLDEN","6,324",3,"28,746",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2022,NORTH CAROLINA,"TILEFISH, SAND",735,0,941,Public,Commercial,Malacanthus plumieri,168548,ACCSP
2022,NORTH CAROLINA,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",433,0,784,Public,Commercial,Batrachoididae,164412,ACCSP
2022,NORTH CAROLINA,"TRIGGERFISH, GRAY","56,208",25,"180,307",Public,Commercial,Balistes capriscus,173138,ACCSP
2022,NORTH CAROLINA,"TRIGGERFISH, QUEEN",600,0,"2,065",Public,Commercial,Balistes vetula,173139,ACCSP
2022,NORTH CAROLINA,TRIGGERFISHES **,"31,360",14,"115,792",Public,Commercial,Balistidae,173128,ACCSP
2022,NORTH CAROLINA,TRIPLETAIL,396,0,800,Public,Commercial,Lobotes surinamensis,169007,ACCSP
2022,NORTH CAROLINA,"TUNA, ALBACORE",438,0,605,Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2022,NORTH CAROLINA,"TUNA, BIGEYE","649,445",295,"3,741,317",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2022,NORTH CAROLINA,"TUNA, BLACKFIN","20,017",9,"25,880",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2022,NORTH CAROLINA,"TUNA, BLUEFIN","289,573",131,"1,801,781",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2022,NORTH CAROLINA,"TUNA, LITTLE TUNNY","147,065",67,"165,423",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2022,NORTH CAROLINA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2022,NORTH CAROLINA,"TUNA, YELLOWFIN","545,295",247,"1,435,359",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2022,NORTH CAROLINA,"TURTLES, SNAPPING",,,,Confidential,Commercial,Chelydra serpentina,173752,ACCSP
2022,NORTH CAROLINA,"URCHINS, SEA, ECHINOIDEA (CLASS) **",,,,Confidential,Commercial,Echinoidea,157821,ACCSP
2022,NORTH CAROLINA,"VERTEBRATES, JAWED","61,563",28,"26,183",Public,Commercial,Gnathostomata ,914179,ACCSP
2022,NORTH CAROLINA,WAHOO,"7,924",4,"33,444",Public,Commercial,Acanthocybium solandri,172451,ACCSP
2022,NORTH CAROLINA,WEAKFISH,"62,200",28,"85,930",Public,Commercial,Cynoscion regalis,169241,ACCSP
2022,NORTH CAROLINA,WHELKS **,"68,948",31,"310,252",Public,Commercial,Melongenidae,74069,ACCSP
2022,NORTH CAROLINA,WITHHELD FOR CONFIDENTIALITY,"3,787",2,"7,871",Public,Commercial,Other,0,ACCSP
2022,OREGON,"ANCHOVY, NORTHERN",,,,Confidential,Commercial,Engraulis mordax,161828,PACFIN
2022,OREGON,"BUTTERCLAM, WASHINGTON","106,961",49,"215,271",Public,Commercial,Saxidomus gigantea,568268,PACFIN
2022,OREGON,CABEZON,"55,329",25,"223,994",Public,Commercial,Scorpaenichthys marmoratus,692068,PACFIN
2022,OREGON,"CLAM, PACIFIC RAZOR","123,886",56,"1,207,649",Public,Commercial,Siliqua patula,81008,PACFIN
2022,OREGON,"CLAM, PACIFIC, GAPER **","61,779",28,"226,261",Public,Commercial,Tresus,80954,PACFIN
2022,OREGON,"CLAM, SOFT",,,,Confidential,Commercial,Mya arenaria,81692,PACFIN
2022,OREGON,"COCKLE, NUTTALL","118,204",54,"464,442",Public,Commercial,Clinocardium nuttallii,80873,PACFIN
2022,OREGON,"COD, PACIFIC","40,580",18,"18,784",Public,Commercial,Gadus macrocephalus,164711,PACFIN
2022,OREGON,"CRAB, DUNGENESS","4,924,737","2,234","31,442,441",Public,Commercial,Cancer magister,98675,PACFIN
2022,OREGON,"CRAB, SNOW/TANNER **",,,,Confidential,Commercial,Chionoecetes,98427,PACFIN
2022,OREGON,"CRABS, DECAPODA (ORDER) **",,,,Confidential,Commercial,Decapoda,95599,PACFIN
2022,OREGON,"CUCUMBERS, SEA **","1,767",1,"8,825",Public,Commercial,Holothuroidea,158140,PACFIN
2022,OREGON,DOLPHINFISH,474,0,"2,153",Public,Commercial,Coryphaena hippurus,168791,PACFIN
2022,OREGON,ECHINODERM **,88,0,,Public,Commercial,Echinodermata,156857,PACFIN
2022,OREGON,FLATFISHES **,"8,770",4,,Public,Commercial,Pleuronectiformes,172702,PACFIN
2022,OREGON,"FLOUNDER, ARROWTOOTH","388,936",176,"28,177",Public,Commercial,Atheresthes stomias,172862,PACFIN
2022,OREGON,"FLOUNDER, STARRY",27,0,35,Public,Commercial,Platichthys stellatus,172893,PACFIN
2022,OREGON,"FLOUNDER,PACIFIC,SANDDAB","21,495",10,"11,727",Public,Commercial,Citharichthys sordidus,172716,PACFIN
2022,OREGON,"GREENLING, KELP","38,960",18,"203,045",Public,Commercial,Hexagrammos decagrammus,167110,PACFIN
2022,OREGON,GRENADIERS **,197,0,,Public,Commercial,Macrouridae,165332,PACFIN
2022,OREGON,HAGFISHES **,"714,669",324,"870,443",Public,Commercial,Myxinidae,159753,PACFIN
2022,OREGON,"HAKE, PACIFIC (WHITING)","170,336,945","77,264","18,912,640",Public,Commercial,Merluccius productus,164792,PACFIN
2022,OREGON,"HALIBUT, PACIFIC","254,033",115,"1,579,267",Public,Commercial,Hippoglossus stenolepis,172932,PACFIN
2022,OREGON,"HERRING, PACIFIC","333,507",151,"34,934",Public,Commercial,Clupea pallasii,551209,PACFIN
2022,OREGON,JACK MACKEREL,"1,889,118",857,"99,162",Public,Commercial,Trachurus symmetricus,168586,PACFIN
2022,OREGON,"JACK, YELLOWTAIL",,,,Confidential,Commercial,Seriola lalandi,168695,PACFIN
2022,OREGON,LINGCOD,"799,612",363,"1,433,351",Public,Commercial,Ophiodon elongatus,167116,PACFIN
2022,OREGON,"MACKEREL, CHUB","806,512",366,"67,000",Public,Commercial,Scomber japonicus,172412,PACFIN
2022,OREGON,MOLLUSKS **,,,,Confidential,Commercial,Mollusca,69458,PACFIN
2022,OREGON,"MUSSEL, CALIFORNIA",,,,Confidential,Commercial,Mytilus californianus,79455,PACFIN
2022,OREGON,"MUSSEL, SEA",,,,Confidential,Commercial,Mytilus edulis,79454,PACFIN
2022,OREGON,OCTOPUSES **,"2,712",1,"2,994",Public,Commercial,Octopodidae,82590,PACFIN
2022,OREGON,"OYSTER, PACIFIC","297,677",135,"2,041,213",Public,Commercial,Crassostrea gigas,79868,PACFIN
2022,OREGON,"POLLOCK, WALLEYE ","90,067",41,997,Public,Commercial,Gadus chalcogrammus,934083,PACFIN
2022,OREGON,"RATFISH, SPOTTED","8,954",4,26,Public,Commercial,Hydrolagus colliei,161015,PACFIN
2022,OREGON,"ROCKFISH, AURORA","10,543",5,"1,087",Public,Commercial,Sebastes aurora,166709,PACFIN
2022,OREGON,"ROCKFISH, BANK","6,575",3,361,Public,Commercial,Sebastes rufus,166761,PACFIN
2022,OREGON,"ROCKFISH, BLACK","258,567",117,"616,054",Public,Commercial,Sebastes melanops,166727,PACFIN
2022,OREGON,"ROCKFISH, BLACK-AND-YELLOW",,,,Confidential,Commercial,Sebastes chrysomelas,166773,PACFIN
2022,OREGON,"ROCKFISH, BLACKGILL","8,342",4,"1,979",Public,Commercial,Sebastes melanostomus,166728,PACFIN
2022,OREGON,"ROCKFISH, BLUE","18,437",8,"35,311",Public,Commercial,Sebastes mystinus,166730,PACFIN
2022,OREGON,"ROCKFISH, BOCACCIO","71,136",32,"11,755",Public,Commercial,Sebastes paucispinis,166733,PACFIN
2022,OREGON,"ROCKFISH, BROWN",28,0,94,Public,Commercial,Sebastes auriculatus,166708,PACFIN
2022,OREGON,"ROCKFISH, CANARY","717,204",325,"269,449",Public,Commercial,Sebastes pinniger,166734,PACFIN
2022,OREGON,"ROCKFISH, CHILIPEPPER","47,785",22,"6,480",Public,Commercial,Sebastes goodei,166722,PACFIN
2022,OREGON,"ROCKFISH, CHINA","16,742",8,"107,767",Public,Commercial,Sebastes nebulosus,166731,PACFIN
2022,OREGON,"ROCKFISH, COPPER","3,780",2,"16,073",Public,Commercial,Sebastes caurinus,166713,PACFIN
2022,OREGON,"ROCKFISH, COWCOD",309,0,22,Public,Commercial,Sebastes levis,166754,PACFIN
2022,OREGON,"ROCKFISH, DARKBLOTCHED","422,282",192,"117,988",Public,Commercial,Sebastes crameri,166715,PACFIN
2022,OREGON,"ROCKFISH, GOPHER",278,0,"1,498",Public,Commercial,Sebastes carnatus,166767,PACFIN
2022,OREGON,"ROCKFISH, GRASS",,,,Confidential,Commercial,Sebastes rastrelliger,166759,PACFIN
2022,OREGON,"ROCKFISH, GREENSPOTTED","1,707",1,"1,671",Public,Commercial,Sebastes chlorostictus,166748,PACFIN
2022,OREGON,"ROCKFISH, GREENSTRIPED","12,041",5,"1,902",Public,Commercial,Sebastes elongatus,166717,PACFIN
2022,OREGON,"ROCKFISH, OLIVE",38,0,61,Public,Commercial,Sebastes serranoides,166763,PACFIN
2022,OREGON,"ROCKFISH, PACIFIC OCEAN PERCH","705,439",320,"204,687",Public,Commercial,Sebastes alutus,166707,PACFIN
2022,OREGON,"ROCKFISH, QUILLBACK",,,,Confidential,Commercial,Sebastes maliger,166726,PACFIN
2022,OREGON,"ROCKFISH, QUILLBACK",41,0,68,Public,Commercial,Sebastes maliger,166726,PACFIN
2022,OREGON,"ROCKFISH, REDBANDED","34,990",16,"26,676",Public,Commercial,Sebastes babcocki,166710,PACFIN
2022,OREGON,"ROCKFISH, REDSTRIPE","82,230",37,"5,961",Public,Commercial,Sebastes proriger,166736,PACFIN
2022,OREGON,"ROCKFISH, ROSETHORN","5,460",2,"1,052",Public,Commercial,Sebastes helvomaculatus,166723,PACFIN
2022,OREGON,"ROCKFISH, ROSY",,,,Confidential,Commercial,Sebastes rosaceus,166738,PACFIN
2022,OREGON,"ROCKFISH, ROUGHEYE/BLACKSPOT","48,676",22,"20,356",Public,Commercial,Sebastes aleutianus,166706,PACFIN
2022,OREGON,"ROCKFISH, SHARPCHIN","32,120",15,"1,290",Public,Commercial,Sebastes zacentrus,166744,PACFIN
2022,OREGON,"ROCKFISH, SHORTBELLY","503,552",228,"11,557",Public,Commercial,Sebastes jordani,166725,PACFIN
2022,OREGON,"ROCKFISH, SHORTRAKER","3,954",2,"1,504",Public,Commercial,Sebastes borealis,166712,PACFIN
2022,OREGON,"ROCKFISH, SILVERGRAY","23,277",11,"6,806",Public,Commercial,Sebastes brevispinis,166711,PACFIN
2022,OREGON,"ROCKFISH, SPLITNOSE","136,331",62,"15,210",Public,Commercial,Sebastes diploproa,166716,PACFIN
2022,OREGON,"ROCKFISH, STRIPETAIL","11,183",5,"1,796",Public,Commercial,Sebastes saxicola,166741,PACFIN
2022,OREGON,"ROCKFISH, TIGER",644,0,"2,624",Public,Commercial,Sebastes nigrocinctus,166732,PACFIN
2022,OREGON,"ROCKFISH, VERMILION","6,881",3,"21,067",Public,Commercial,Sebastes miniatus,166729,PACFIN
2022,OREGON,"ROCKFISH, WIDOW","21,168,066","9,602","5,993,131",Public,Commercial,Sebastes entomelas,166719,PACFIN
2022,OREGON,"ROCKFISH, YELLOWEYE","2,157",1,951,Public,Commercial,Sebastes ruberrimus,166740,PACFIN
2022,OREGON,"ROCKFISH, YELLOWMOUTH","38,260",17,"9,147",Public,Commercial,Sebastes reedi,166737,PACFIN
2022,OREGON,"ROCKFISH, YELLOWTAIL","4,455,320","2,021","1,284,337",Public,Commercial,Sebastes flavidus,166720,PACFIN
2022,OREGON,ROCKFISHES **,"46,249",21,"13,511",Public,Commercial,Sebastes ,166705,PACFIN
2022,OREGON,SABLEFISH,"6,666,214","3,024","10,846,326",Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2022,OREGON,"SALMON, CHINOOK","1,487,780",675,"6,488,759",Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2022,OREGON,"SALMON, CHUM",98,0,,Public,Commercial,Oncorhynchus keta,161976,PACFIN
2022,OREGON,"SALMON, COHO","589,826",268,"1,037,393",Public,Commercial,Oncorhynchus kisutch,161977,PACFIN
2022,OREGON,"SALMON, PINK",,,,Confidential,Commercial,Oncorhynchus gorbuscha,161975,PACFIN
2022,OREGON,"SALMON, SOCKEYE","19,317",9,"40,382",Public,Commercial,Oncorhynchus nerka,161979,PACFIN
2022,OREGON,"SARDINE, PACIFIC","15,816",7,9,Public,Commercial,Sardinops sagax,161729,PACFIN
2022,OREGON,SCULPINS **,359,0,16,Public,Commercial,Cottidae,167196,PACFIN
2022,OREGON,"SHAD, AMERICAN","490,773",223,"15,917",Public,Commercial,Alosa sapidissima,161702,PACFIN
2022,OREGON,"SHARK, BLUE","4,516",2,239,Public,Commercial,Prionace glauca,160424,PACFIN
2022,OREGON,"SHARK, BROWN CAT","13,845",6,,Public,Commercial,Arpisturus brunneus,159988,PACFIN
2022,OREGON,"SHARK, DOGFISH, SPINY","160,081",73,123,Public,Commercial,Squalus acanthias,160617,PACFIN
2022,OREGON,"SHARK, MAKO, SHORTFIN",238,0,899,Public,Commercial,Isurus oxyrinchus,159924,PACFIN
2022,OREGON,"SHARK, THRESHER",,,,Confidential,Commercial,Alopias vulpinus,159916,PACFIN
2022,OREGON,"SHARK, TOPE",652,0,,Public,Commercial,Galeorhinus galeus,160181,PACFIN
2022,OREGON,"SHARKS, CHONDRICHTHYES (CLASS) **",,,,Confidential,Commercial,Chondrichthyes,159785,PACFIN
2022,OREGON,"SHARKS, CHONDRICHTHYES (CLASS) **","1,447",1,,Public,Commercial,Chondrichthyes,159785,PACFIN
2022,OREGON,"SHRIMP, GHOST **",,,,Confidential,Commercial,Callianassidae,97732,PACFIN
2022,OREGON,"SHRIMP, OCEAN","41,218,420","18,697","18,789,246",Public,Commercial,Pandalus jordani,96970,PACFIN
2022,OREGON,"SHRIMPS, PENAEID **",,,,Confidential,Commercial,Penaeidae,95602,PACFIN
2022,OREGON,"SKATE, ALEUTIAN",,,,Confidential,Commercial,Bathyraja aleutica,160935,PACFIN
2022,OREGON,"SKATE, BIG","212,608",96,"86,842",Public,Commercial,Raja binoculata,160848,PACFIN
2022,OREGON,"SKATE, BLACK",,,,Confidential,Commercial,Bathyraja trachura,564115,PACFIN
2022,OREGON,"SKATE, CALIFORNIA",,,,Confidential,Commercial,Raja inornata,160849,PACFIN
2022,OREGON,"SKATE, SANDPAPER","1,233",1,,Public,Commercial,Bathyrajia interrupta,160937,PACFIN
2022,OREGON,"SKATES, RAJIDAE (FAMILY) **","842,797",382,"323,840",Public,Commercial,Rajidae,160845,PACFIN
2022,OREGON,"SMELT, EULACHON","18,154",8,"33,446",Public,Commercial,Thaleichthys pacificus,162051,PACFIN
2022,OREGON,SMELTS **,26,0,,Public,Commercial,Osmeridae,162028,PACFIN
2022,OREGON,"SOLE, CURLFIN",10,0,,Public,Commercial,Pleuronichthys decurrens,172924,PACFIN
2022,OREGON,"SOLE, DEEPSEA",464,0,,Public,Commercial,Embassichthys Bathybius,172866,PACFIN
2022,OREGON,"SOLE, DOVER","6,402,696","2,904","2,660,897",Public,Commercial,Microstomus pacificus,172887,PACFIN
2022,OREGON,"SOLE, ENGLISH","142,942",65,"17,501",Public,Commercial,Parophrys vetulus,172921,PACFIN
2022,OREGON,"SOLE, FLATHEAD","16,287",7,"1,852",Public,Commercial,Hippoglossoides elassodon,172875,PACFIN
2022,OREGON,"SOLE, PETRALE","4,319,771","1,959","5,179,559",Public,Commercial,Eopsetta jordani,172868,PACFIN
2022,OREGON,"SOLE, REX","397,250",180,"143,375",Public,Commercial,Glyptocephalus zachirus,172978,PACFIN
2022,OREGON,"SOLE, ROCK",328,0,5,Public,Commercial,Paraplagusia bilineata,173105,PACFIN
2022,OREGON,"SOLE, SAND",128,0,3,Public,Commercial,Psettichthys melanostictus,172928,PACFIN
2022,OREGON,"SQUID, CALIFORNIA MARKET","5,521,319","2,504","3,376,710",Public,Commercial,Loligo opalescens,82371,PACFIN
2022,OREGON,"SQUIDS, LOLIGINIDAE **","56,052",25,22,Public,Commercial,Loliginidae,82369,PACFIN
2022,OREGON,"STURGEON, WHITE","35,002",16,"115,588",Public,Commercial,Acipenser transmontanus,161068,PACFIN
2022,OREGON,SWORDFISH,,,,Confidential,Commercial,Xiphias gladius,172482,PACFIN
2022,OREGON,"THORNYHEAD, LONGSPINE","34,642",16,"7,894",Public,Commercial,Sebastolobus altivelis,166784,PACFIN
2022,OREGON,"THORNYHEAD, SHORTSPINE","550,192",250,"228,374",Public,Commercial,Sebastolobus alascanus,166783,PACFIN
2022,OREGON,"TROUT, RAINBOW","60,942",28,"97,581",Public,Commercial,Oncorhynchus mykiss,161989,PACFIN
2022,OREGON,"TUNA, ALBACORE","6,266,961","2,843","14,347,002",Public,Commercial,Thunnus alalunga,172419,PACFIN
2022,OREGON,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,PACFIN
2022,OREGON,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2022,OREGON,"TUNA, YELLOWFIN",429,0,"2,060",Public,Commercial,Thunnus albacares,172423,PACFIN
2022,OREGON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",,,,Confidential,Commercial,Strongylocentrotus,157968,PACFIN
2022,OREGON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","252,147",114,"703,720",Public,Commercial,Strongylocentrotus,157968,PACFIN
2022,OREGON,"VERTEBRATES, JAWED","7,482",3,"1,434",Public,Commercial,Gnathostomata ,914179,PACFIN
2022,OREGON,WITHHELD FOR CONFIDENTIALITY,"42,808",19,"137,339",Public,Commercial,Other,0,PACFIN
2022,OREGON,WOLF-EEL,435,0,"1,459",Public,Commercial,Anarrhichthys ocellatus,171345,PACFIN
2022,PROCESS AT SEA,"CRABS, DECAPODA (ORDER) **",,,,Confidential,Commercial,Decapoda,95599,PACFIN
2022,PROCESS AT SEA,"CUCUMBERS, SEA **",1,0,,Public,Commercial,Holothuroidea,158140,PACFIN
2022,PROCESS AT SEA,ECHINODERM **,2,0,,Public,Commercial,Echinodermata,156857,PACFIN
2022,PROCESS AT SEA,FLATFISHES **,,,,Confidential,Commercial,Pleuronectiformes,172702,PACFIN
2022,PROCESS AT SEA,"FLOUNDER, ARROWTOOTH","121,406",55,,Public,Commercial,Atheresthes stomias,172862,PACFIN
2022,PROCESS AT SEA,GRENADIERS **,"5,824",3,,Public,Commercial,Macrouridae,165332,PACFIN
2022,PROCESS AT SEA,"HAKE, PACIFIC (WHITING)","406,611,086","184,438","44,599,976",Public,Commercial,Merluccius productus,164792,PACFIN
2022,PROCESS AT SEA,"HERRING, PACIFIC",68,0,,Public,Commercial,Clupea pallasii,551209,PACFIN
2022,PROCESS AT SEA,JACK MACKEREL,"161,588",73,,Public,Commercial,Trachurus symmetricus,168586,PACFIN
2022,PROCESS AT SEA,LINGCOD,"1,036",0,,Public,Commercial,Ophiodon elongatus,167116,PACFIN
2022,PROCESS AT SEA,"MACKEREL, CHUB","23,404",11,,Public,Commercial,Scomber japonicus,172412,PACFIN
2022,PROCESS AT SEA,OCTOPUSES **,58,0,,Public,Commercial,Octopodidae,82590,PACFIN
2022,PROCESS AT SEA,"POLLOCK, WALLEYE ",,,,Confidential,Commercial,Gadus chalcogrammus,934083,PACFIN
2022,PROCESS AT SEA,POMFRETS **,72,0,,Public,Commercial,Bramidae,170287,PACFIN
2022,PROCESS AT SEA,"RATFISH, SPOTTED",,,,Confidential,Commercial,Hydrolagus colliei,161015,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, AURORA",653,0,,Public,Commercial,Sebastes aurora,166709,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, BANK",462,0,,Public,Commercial,Sebastes rufus,166761,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, BLACKGILL",49,0,,Public,Commercial,Sebastes melanostomus,166728,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, BOCACCIO",910,0,,Public,Commercial,Sebastes paucispinis,166733,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, CANARY","2,806",1,,Public,Commercial,Sebastes pinniger,166734,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, CHILIPEPPER","7,133",3,,Public,Commercial,Sebastes goodei,166722,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, DARKBLOTCHED","115,355",52,,Public,Commercial,Sebastes crameri,166715,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, GREENSTRIPED",,,,Confidential,Commercial,Sebastes elongatus,166717,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, HARLEQUIN",,,,Confidential,Commercial,Sebastes variegatus,166742,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, PACIFIC OCEAN PERCH","40,933",19,,Public,Commercial,Sebastes alutus,166707,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, REDBANDED",217,0,,Public,Commercial,Sebastes babcocki,166710,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, REDSTRIPE",701,0,,Public,Commercial,Sebastes proriger,166736,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, ROUGHEYE/BLACKSPOT","91,939",42,,Public,Commercial,Sebastes aleutianus,166706,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, SHARPCHIN",4,0,,Public,Commercial,Sebastes zacentrus,166744,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, SHORTBELLY","78,365",36,,Public,Commercial,Sebastes jordani,166725,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, SHORTRAKER",613,0,,Public,Commercial,Sebastes borealis,166712,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, SILVERGRAY",265,0,,Public,Commercial,Sebastes brevispinis,166711,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, SPLITNOSE","235,581",107,,Public,Commercial,Sebastes diploproa,166716,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, STRIPETAIL",91,0,,Public,Commercial,Sebastes saxicola,166741,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, WIDOW","223,244",101,,Public,Commercial,Sebastes entomelas,166719,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, YELLOWMOUTH",,,,Confidential,Commercial,Sebastes reedi,166737,PACFIN
2022,PROCESS AT SEA,"ROCKFISH, YELLOWTAIL","7,751",4,,Public,Commercial,Sebastes flavidus,166720,PACFIN
2022,PROCESS AT SEA,ROCKFISHES **,,,,Confidential,Commercial,Sebastes ,166705,PACFIN
2022,PROCESS AT SEA,SABLEFISH,"371,300",168,,Public,Commercial,Anoplopoma fimbria,167123,PACFIN
2022,PROCESS AT SEA,"SALMON, CHINOOK",245,0,,Public,Commercial,Oncorhynchus tshawytscha,161980,PACFIN
2022,PROCESS AT SEA,"SALMON, PACIFIC **",,,,Confidential,Commercial,Oncorhynchus,161974,PACFIN
2022,PROCESS AT SEA,"SARDINE, PACIFIC",470,0,,Public,Commercial,Sardinops sagax,161729,PACFIN
2022,PROCESS AT SEA,"SHAD, AMERICAN",516,0,,Public,Commercial,Alosa sapidissima,161702,PACFIN
2022,PROCESS AT SEA,"SHARK, BLUE",691,0,,Public,Commercial,Prionace glauca,160424,PACFIN
2022,PROCESS AT SEA,"SHARK, DOGFISH, SPINY","38,136",17,,Public,Commercial,Squalus acanthias,160617,PACFIN
2022,PROCESS AT SEA,"SHARKS, CHONDRICHTHYES (CLASS) **",,,,Confidential,Commercial,Chondrichthyes,159785,PACFIN
2022,PROCESS AT SEA,"SHARKS, CHONDRICHTHYES (CLASS) **","71,974",33,,Public,Commercial,Chondrichthyes,159785,PACFIN
2022,PROCESS AT SEA,"SHRIMPS, PENAEID **",19,0,,Public,Commercial,Penaeidae,95602,PACFIN
2022,PROCESS AT SEA,"SKATE, BIG",629,0,,Public,Commercial,Raja binoculata,160848,PACFIN
2022,PROCESS AT SEA,"SKATE, SANDPAPER",19,0,,Public,Commercial,Bathyrajia interrupta,160937,PACFIN
2022,PROCESS AT SEA,"SKATES, RAJIDAE (FAMILY) **","3,492",2,,Public,Commercial,Rajidae,160845,PACFIN
2022,PROCESS AT SEA,"SMELT, EULACHON",39,0,,Public,Commercial,Thaleichthys pacificus,162051,PACFIN
2022,PROCESS AT SEA,"SOLE, DOVER","4,479",2,,Public,Commercial,Microstomus pacificus,172887,PACFIN
2022,PROCESS AT SEA,"SOLE, ENGLISH",324,0,,Public,Commercial,Parophrys vetulus,172921,PACFIN
2022,PROCESS AT SEA,"SOLE, FLATHEAD",,,,Confidential,Commercial,Hippoglossoides elassodon,172875,PACFIN
2022,PROCESS AT SEA,"SOLE, REX","78,914",36,,Public,Commercial,Glyptocephalus zachirus,172978,PACFIN
2022,PROCESS AT SEA,"SOLE, SLENDER",34,0,,Public,Commercial,Lyopsetta exilis,172871,PACFIN
2022,PROCESS AT SEA,"SQUIDS, LOLIGINIDAE **","185,407",84,,Public,Commercial,Loliginidae,82369,PACFIN
2022,PROCESS AT SEA,"SUNFISH, OCEAN",,,,Confidential,Commercial,Mola mola,173414,PACFIN
2022,PROCESS AT SEA,"THORNYHEAD, LONGSPINE",375,0,,Public,Commercial,Sebastolobus altivelis,166784,PACFIN
2022,PROCESS AT SEA,"THORNYHEAD, SHORTSPINE","401,494",182,,Public,Commercial,Sebastolobus alascanus,166783,PACFIN
2022,PROCESS AT SEA,"VERTEBRATES, JAWED","40,087",18,,Public,Commercial,Gnathostomata ,914179,PACFIN
2022,PROCESS AT SEA,WITHHELD FOR CONFIDENTIALITY,"2,236",1,,Public,Commercial,Other,0,PACFIN
2022,RHODE ISLAND,AMBERJACKS **,,,,Confidential,Commercial,Seriola,168688,ACCSP
2022,RHODE ISLAND,"BASS, BLACK SEA","824,258",374,"2,336,773",Public,Commercial,Centropristis striata,167687,ACCSP
2022,RHODE ISLAND,"BASS, STRIPED","162,557",74,"606,413",Public,Commercial,Morone saxatilis,167680,ACCSP
2022,RHODE ISLAND,BLUEFISH,"241,499",110,"253,899",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,RHODE ISLAND,"BONITO, ATLANTIC","5,234",2,"13,762",Public,Commercial,Sarda sarda,172409,ACCSP
2022,RHODE ISLAND,BUTTERFISH,"815,323",370,"617,651",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2022,RHODE ISLAND,"CLAM, QUAHOG, NORTHERN","397,442",180,"4,711,184",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2022,RHODE ISLAND,"CLAM, SOFT",435,0,"7,688",Public,Commercial,Mya arenaria,81692,ACCSP
2022,RHODE ISLAND,COBIA,83,0,260,Public,Commercial,Rachycentron canadum,168566,ACCSP
